name_en,short_description_en,date_inscribed,region_en,continent,states_name_en,category,area_hectares,transboundary,danger,short_description_en_clean
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,"<p>The Buddhist monastic complex of Takht-i-Bahi (Throne of Origins) was founded in the early 1st century. Owing to its location on the crest of a high hill, it escaped successive invasions and is still exceptionally well preserved. Nearby are the ruins of Sahr-i-Bahlol, a small fortified city dating from the same period.</p>",1980,Asia and the Pacific,AS,Pakistan,Cultural,50.73,0,0,buddhist monastic takhtibahi throne origin founded early owing location crest high hill escaped successive invasion still exceptionally preserved nearby ruin sahribahlol small fortified dating periodp
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,"<p>Magnificent examples of 17th- and 18th-century military architecture, these Panamanian forts on the Caribbean coast form part of the defence system built by the Spanish Crown to protect transatlantic trade.</p>",1980,Latin America and the Caribbean,NA,Panama,Cultural,0.0,0,1,pmagnificent example military architecture panamanian fort caribbean coast defence spanish crown protect transatlantic tradep
Historic Centre of Warsaw,"<p>During the Warsaw Uprising in August 1944, more than 85% of Warsaw's historic centre was destroyed by Nazi troops. After the war, a five-year reconstruction campaign by its citizens resulted in today's meticulous restoration of the Old Town, with its churches, palaces and market-place. It is an outstanding example of a near-total reconstruction of a span of history covering the 13th to the 20th century.</p>",1980,Europe,EU,Poland,Cultural,25.93,0,0,pduring warsaw uprising august warsaw historic centre destroyed nazi troop war fiveyear reconstruction campaign citizen resulted today meticulous restoration old church palace marketplace outstanding example neartotal reconstruction span history covering centuryp
Ancient City of Bosra,"<p>Bosra, once the capital of the Roman province of Arabia, was an important stopover on the ancient caravan route to Mecca. A magnificent 2nd-century Roman theatre, early Christian ruins and several mosques are found within its great walls.</p>",1980,Middle East,AS,Syrian Arab Republic,Cultural,116.2,0,1,pbosra capital roman province arabia stopover ancient caravan route mecca magnificent roman theatre early christian ruin several mosque found within wallsp
Site of Palmyra,"<p>An oasis in the Syrian desert, north-east of Damascus, Palmyra contains the monumental ruins of a great city that was one of the most important cultural centres of the ancient world. From the 1st to the 2nd century, the art and architecture of Palmyra, standing at the crossroads of several civilizations, married Graeco-Roman techniques with local traditions and Persian influences.</p>",1980,Middle East,AS,Syrian Arab Republic,Cultural,1640.0,0,1,pan oasis syrian desert northeast damascus palmyra contains monumental ruin cultural centre ancient art architecture palmyra standing crossroad several civilization married graecoroman technique local tradition persian influencesp
Ichkeul National Park,"<p>The Ichkeul lake and wetland are a major stopover point for hundreds of thousands of migrating birds, such as ducks, geese, storks and pink flamingoes, who come to feed and nest there. Ichkeul is the last remaining lake in a chain that once extended across North Africa.</p>",1980,Africa,AF,Tunisia,Natural,12600.0,0,0,ichkeul lake wetland major stopover point hundred thousand migrating bird duck goose stork pink flamingo come feed nest ichkeul last remaining lake chain extended across north africap
Redwood National and State Parks,"<p>Redwood National Park comprises a region of coastal mountains bordering the Pacific Ocean north of San Francisco. It is covered with a magnificent forest of coastal redwood trees, the tallest and most impressive trees in the world. The marine and land life are equally remarkable, in particular the sea lions, the bald eagle and the endangered California brown pelican.</p>",1980,North America,NA,United States of America,Natural,41571.0,0,0,predwood national park comprises coastal mountain bordering pacific ocean north san francisco covered magnificent forest coastal redwood tree tallest impressive tree marine land life equally remarkable particular sea lion bald eagle endangered california brown pelicanp
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","<p>Founded, according to legend, by Romulus and Remus in 753 BC, Rome was first the centre of the Roman Republic, then of the Roman Empire, and it became the capital of the Christian world in the 4th century. The World Heritage site, extended in 1990 to the walls of Urban VIII, includes some of the major monuments of antiquity such as the Forums, the Mausoleum of Augustus, the Mausoleum of Hadrian, the Pantheon, Trajan’s Column and the Column of Marcus Aurelius, as well as the religious and public buildings of papal Rome.</p>",1980,Europe,EU,"Holy See,Italy",Cultural,1430.8,1,0,pfounded according legend romulus remus bc rome centre roman republic roman empire became capital christian heritage extended wall urban viii includes major monument antiquity forum mausoleum augustus mausoleum hadrian pantheon trajan column column marcus aurelius religious public papal romep
Boyana Church,"<p>Located on the outskirts of Sofia, Boyana Church consists of three buildings. The eastern church was built in the 10th century, then enlarged at the beginning of the 13th century by Sebastocrator Kaloyan, who ordered a second two storey building to be erected next to it. The frescoes in this second church, painted in 1259, make it one of the most important collections of medieval paintings. The ensemble is completed by a third church, built at the beginning of the 19th century. This site is one of the most complete and perfectly preserved monuments of east European medieval art.</p>",1979,Europe,EU,Bulgaria,Cultural,0.68,0,0,plocated outskirt sofia boyana church consists eastern church enlarged beginning sebastocrator kaloyan ordered second storey erected next fresco second church painted make collection medieval painting ensemble completed third church beginning complete perfectly preserved monument east european medieval artp
Madara Rider,"<p>The Madara Rider, representing the figure of a knight triumphing over a lion, is carved into a 100-m-high cliff near the village of Madara in north-east Bulgaria. Madara was the principal sacred place of the First Bulgarian Empire before Bulgaria&rsquo;s conversion to Christianity in the 9th century. The inscriptions beside the sculpture tell of events that occurred between AD 705 and 801.</p>",1979,Europe,EU,Bulgaria,Cultural,1.2,0,0,madara rider representing figure knight triumphing lion carved cliff near village madara northeast bulgaria madara principal sacred place bulgarian empire bulgariarsquos conversion christianity inscription beside sculpture tell event occurred ad
Thracian Tomb of Kazanlak,"<p>Discovered in 1944, this tomb dates from the Hellenistic period, around the end of the 4th century BC. It is located near Seutopolis, the capital city of the Thracian king Seutes III, and is part of a large Thracian necropolis. The tholos has a narrow corridor and a round burial chamber, both decorated with murals representing Thracian burial rituals and culture. These paintings are Bulgaria&rsquo;s best-preserved artistic masterpieces from the Hellenistic period.</p>",1979,Europe,EU,Bulgaria,Cultural,0.0155,0,0,pdiscovered tomb date hellenistic around end bc located near seutopolis capital thracian king seutes iii large thracian necropolis tholos narrow corridor round burial chamber decorated mural representing thracian burial ritual culture painting bulgariarsquos bestpreserved artistic masterpiece hellenistic periodp
Rock-Hewn Churches of Ivanovo,"<p>In the valley of the Roussenski Lom River, in north east Bulgaria, a complex of rock-hewn churches, chapels, monasteries and cells developed in the vicinity of the village of Ivanovo. This is where the first hermits had dug out their cells and churches during the 12th century. The 14th-century murals testify to the exceptional skill of the artists belonging to the Tarnovo School of painting.</p>",1979,Europe,EU,Bulgaria,Cultural,171.9,0,0,pin valley roussenski lom river north east bulgaria rockhewn church chapel monastery cell developed vicinity village ivanovo hermit dug cell church mural testify exceptional skill artist belonging tarnovo school paintingp
Dinosaur Provincial Park,"<p>In addition to its particularly beautiful scenery, Dinosaur Provincial Park – located at the heart of the province of Alberta's badlands – contains some of the most important fossil discoveries ever made from the 'Age of Reptiles', in particular about 35 species of dinosaur, dating back some 75 million years.</p>",1979,North America,NA,Canada,Natural,7825.0,0,0,pin addition particularly beautiful scenery dinosaur provincial park located heart province alberta badlands contains fossil discovery ever made age reptile particular specie dinosaur dating back million yearsp
Old City of Dubrovnik,"<p>The 'Pearl of the Adriatic', situated on the Dalmatian coast, became an important Mediterranean sea power from the 13th century onwards. Although severely damaged by an earthquake in 1667, Dubrovnik managed to preserve its beautiful Gothic, Renaissance and Baroque churches, monasteries, palaces and fountains. Damaged again in the 1990s by armed conflict, it is now the focus of a major restoration programme co-ordinated by UNESCO.</p>",1979,Europe,EU,Croatia,Cultural,96.7,0,0,pearl adriatic situated dalmatian coast became mediterranean sea power onwards although severely damaged earthquake dubrovnik managed preserve beautiful gothic renaissance baroque church monastery palace fountain damaged armed conflict focus major restoration programme coordinated unescop
Historical Complex of Split with the Palace of Diocletian,"<p>The ruins of Diocletian's Palace, built between the late 3rd and the early 4th centuries A.D., can be found throughout the city. The cathedral was built in the Middle Ages, reusing materials from the ancient mausoleum. Twelfth- and 13th-century Romanesque churches, medieval fortifications, 15th-century Gothic palaces and other palaces in Renaissance and Baroque style make up the rest of the protected area.</p>",1979,Europe,EU,Croatia,Cultural,20.8,0,0,ruin diocletian palace late early ad found throughout cathedral middle age reusing material ancient mausoleum twelfth romanesque church medieval fortification gothic palace palace renaissance baroque style make rest protected areap
Plitvice Lakes National Park,"<p>The waters flowing over the limestone and chalk have, over thousands of years, deposited travertine barriers, creating natural dams which in turn have created a series of beautiful lakes, caves and waterfalls. These geological processes continue today. The forests in the park are home to bears, wolves and many rare bird species.</p>",1979,Europe,EU,Croatia,Natural,29630.77,0,0,water flowing limestone chalk thousand year deposited travertine barrier creating natural dam turn created series beautiful lake cave waterfall geological process continue today forest park home bear wolf rare bird speciesp
Virunga National Park,"<p>Virunga National Park (covering an area of 790,000 ha) comprises an outstanding diversity of habitats, ranging from swamps and steppes to the snowfields of Rwenzori at an altitude of over 5,000 m, and from lava plains to the savannahs on the slopes of volcanoes. Mountain gorillas are found in the park, some 20,000 hippopotamuses live in the rivers and birds from Siberia spend the winter there.</p>",1979,Africa,AF,Democratic Republic of the Congo,Natural,800000.0,0,1,pvirunga national park covering ha comprises outstanding diversity habitat ranging swamp steppe snowfield rwenzori altitude lava plain savannah slope volcano mountain gorilla found park hippopotamus live river bird siberia spend winter therep
Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,"<p>The capital of the Old Kingdom of Egypt has some extraordinary funerary monuments, including rock tombs, ornate mastabas, temples and pyramids. In ancient times, the site was considered one of the Seven Wonders of the World.</p>",1979,Middle East,AF,Egypt,Cultural,16358.52,0,0,capital old kingdom egypt extraordinary funerary monument rock tomb ornate mastaba temple pyramid ancient time considered seven wonder worldp
Ancient Thebes with its Necropolis,"<p>Thebes, the city of the god Amon, was the capital of Egypt during the period of the Middle and New Kingdoms. With the temples and palaces at Karnak and Luxor, and the necropolises of the Valley of the Kings and the Valley of the Queens, Thebes is a striking testimony to Egyptian civilization at its height.</p>",1979,Middle East,AF,Egypt,Cultural,7390.16,0,0,pthebes god amon capital egypt middle new kingdom temple palace karnak luxor necropolis valley king valley queen thebe striking testimony egyptian civilization heightp
Nubian Monuments from Abu Simbel to Philae,"<p>This outstanding archaeological area contains such magnificent monuments as the Temples of Ramses II at Abu Simbel and the Sanctuary of Isis at Philae, which were saved from the rising waters of the Nile thanks to the International Campaign launched by UNESCO, in 1960 to 1980.</p>",1979,Middle East,AF,Egypt,Cultural,374.48,0,0,pthis outstanding archaeological contains magnificent monument temple ramses ii abu simbel sanctuary isi philae saved rising water nile thanks international campaign launched unesco
Historic Cairo,"<p>Tucked away amid the modern urban area of Cairo lies one of the world's oldest Islamic cities, with its famous mosques, <em>madrasas, hammams</em> and fountains. Founded in the 10th century, it became the new centre of the Islamic world, reaching its golden age in the 14th century.</p>",1979,Middle East,AF,Egypt,Cultural,523.66,0,0,ptucked away amid modern urban cairo lie oldest islamic famous mosque emmadrasas hammamsem fountain founded became new centre islamic reaching golden age centuryp
Abu Mena,"<p>The church, baptistry, basilicas, public buildings, streets, monasteries, houses and workshops in this early Christian holy city were built over the tomb of the martyr Menas of Alexandria, who died in A.D. 296.</p>",1979,Middle East,AF,Egypt,Cultural,182.72,0,1,church baptistry basilica public street monastery house workshop early christian holy tomb martyr menas alexandria died ad
"Fasil Ghebbi, Gondar Region","<p>In the 16th and 17th centuries, the fortress-city of Fasil Ghebbi was the residence of the Ethiopian emperor Fasilides and his successors. Surrounded by a 900-m-long wall, the city contains palaces, churches, monasteries and unique public and private buildings marked by Hindu and Arab influences, subsequently transformed by the Baroque style brought to Gondar by the Jesuit missionaries.</p>",1979,Africa,AF,Ethiopia,Cultural,0.0,0,0,pin fortresscity fasil ghebbi residence ethiopian emperor fasilides successor surrounded wall contains palace church monastery unique public private marked hindu arab influence subsequently transformed baroque style brought gondar jesuit missionariesp
Mont-Saint-Michel and its Bay,"<p>Perched on a rocky islet in the midst of vast sandbanks exposed to powerful tides between Normandy and Brittany stand the 'Wonder of the West', a Gothic-style Benedictine abbey dedicated to the archangel St Michael, and the village that grew up in the shadow of its great walls. Built between the 11th and 16th centuries, the abbey is a technical and artistic <em>tour de force</em>, having had to adapt to the problems posed by this unique natural site.</p>",1979,Europe,EU,France,Cultural,6560.0,0,0,pperched rocky islet midst vast sandbank exposed powerful tide normandy brittany stand wonder west gothicstyle benedictine abbey dedicated archangel st michael village grew shadow wall abbey technical artistic emtour de forceem adapt problem posed unique natural sitep
Chartres Cathedral,"<p>Partly built starting in 1145, and then reconstructed over a 26-year period after the fire of 1194, Chartres Cathedral marks the high point of French Gothic art. The vast nave, in pure ogival style, the porches adorned with fine sculptures from the middle of the 12th century, and the magnificent 12th- and 13th-century stained-glass windows, all in remarkable condition, combine to make it a masterpiece.</p>",1979,Europe,EU,France,Cultural,1.06,0,0,ppartly starting reconstructed fire chartres cathedral mark high point french gothic art vast nave pure ogival style porch adorned fine sculpture middle magnificent stainedglass window remarkable condition combine make masterpiecep
Palace and Park of Versailles,"<p>The Palace of Versailles was the principal residence of the French kings from the time of Louis XIV to Louis XVI. Embellished by several generations of architects, sculptors, decorators and landscape architects, it provided Europe with a model of the ideal royal residence for over a century.</p>",1979,Europe,EU,France,Cultural,1070.0,0,0,palace versailles principal residence french king time louis xiv louis xvi embellished several generation architect sculptor decorator architect provided europe model ideal royal residence centuryp
"Vézelay, Church and Hill","<p>Shortly after its foundation in the 9th century, the Benedictine abbey of Vézelay acquired the relics of St Mary Magdalene and since then it has been an important place of pilgrimage. St Bernard preached the Second Crusade there in 1146 and Richard the Lion-Hearted and Philip II Augustus met there to leave for the Third Crusade in 1190. With its sculpted capitals and portal, the Madeleine of Vézelay – a 12th-century monastic church – is a masterpiece of Burgundian Romanesque art and architecture.</p>",1979,Europe,EU,France,Cultural,183.0,0,0,pshortly foundation benedictine abbey vézelay acquired relic st mary magdalene since place pilgrimage st bernard preached second crusade richard lionhearted philip ii augustus met leave third crusade sculpted capital portal madeleine vézelay monastic church masterpiece burgundian romanesque art architecturep
Prehistoric Sites and Decorated Caves of the Vézère Valley,"<p>The Vézère valley contains 147 prehistoric sites dating from the Palaeolithic and 25 decorated caves. It is particularly interesting from an ethnological and anthropological, as well as an aesthetic point of view because of its cave paintings, especially those of the Lascaux Cave, whose discovery in 1940 was of great importance for the history of prehistoric art. The hunting scenes show some 100 animal figures, which are remarkable for their detail, rich colours and lifelike quality.</p>",1979,Europe,EU,France,Cultural,105.733,0,0,vézère valley contains prehistoric dating palaeolithic decorated cave particularly interesting ethnological anthropological aesthetic point view cave painting especially lascaux cave whose discovery importance history prehistoric art hunting scene show animal figure remarkable detail rich colour lifelike qualityp
"Forts and Castles, Volta, Greater Accra, Central and Western Regions","<p>The remains of fortified trading-posts, erected between 1482 and 1786, can still be seen along the coast of Ghana between Keta and Beyin. They were links in the trade routes established by the Portuguese in many areas of the world during their era of great maritime exploration.</p>",1979,Africa,AF,Ghana,Cultural,0.0,0,0,remains fortified tradingposts erected still seen along coast ghana keta beyin link trade route established portuguese era maritime explorationp
Tikal National Park,"<p>In the heart of the jungle, surrounded by lush vegetation, lies one of the major sites of Mayan civilization, inhabited from the 6th century B.C. to the 10th century A.D. The ceremonial centre contains superb temples and palaces, and public squares accessed by means of ramps. Remains of dwellings are scattered throughout the surrounding countryside.</p>",1979,Latin America and the Caribbean,NA,Guatemala,Mixed,57600.0,0,0,pin heart jungle surrounded lush vegetation lie major mayan civilization inhabited bc ad ceremonial centre contains superb temple palace public square accessed mean ramp remains dwelling scattered throughout surrounding countrysidep
Antigua Guatemala,"<p>Antigua, the capital of the Captaincy-General of Guatemala, was founded in the early 16th century. Built 1,500 m above sea-level, in an earthquake-prone region, it was largely destroyed by an earthquake in 1773 but its principal monuments are still preserved as ruins. In the space of under three centuries the city, which was built on a grid pattern inspired by the Italian Renaissance, acquired a number of superb monuments.</p>",1979,Latin America and the Caribbean,NA,Guatemala,Cultural,0.0,0,0,pantigua capital captaincygeneral guatemala founded early sealevel earthquakeprone largely destroyed earthquake principal monument still preserved ruin space grid pattern inspired italian renaissance acquired number superb monumentsp
Tchogha Zanbil,"<p>The ruins of the holy city of the Kingdom of Elam, surrounded by three huge concentric walls, are found at Tchogha Zanbil. Founded c. 1250 B.C., the city remained unfinished after it was invaded by Ashurbanipal, as shown by the thousands of unused bricks left at the site.</p>",1979,Middle East,AS,Iran (Islamic Republic of),Cultural,0.0,0,0,ruin holy kingdom elam surrounded huge concentric wall found tchogha zanbil founded c bc remained unfinished invaded ashurbanipal shown thousand unused brick left sitep
Persepolis,"<p>Founded by Darius I in 518 B.C., Persepolis was the capital of the Achaemenid Empire. It was built on an immense half-artificial, half-natural terrace, where the king of kings created an impressive palace complex inspired by Mesopotamian models. The importance and quality of the monumental ruins make it a unique archaeological site.</p>",1979,Middle East,AS,Iran (Islamic Republic of),Cultural,12.5,0,0,pfounded darius bc persepolis capital achaemenid empire immense halfartificial halfnatural terrace king king created impressive palace inspired mesopotamian model importance quality monumental ruin make unique archaeological sitep
"Meidan Emam, Esfahan","<p>Built by Shah Abbas I the Great at the beginning of the 17th century, and bordered on all sides by monumental buildings linked by a series of two-storeyed arcades, the site is known for the Royal Mosque, the Mosque of Sheykh Lotfollah, the magnificent Portico of Qaysariyyeh and the 15th-century Timurid palace. They are an impressive testimony to the level of social and cultural life in Persia during the Safavid era.</p>",1979,Middle East,AS,Iran (Islamic Republic of),Cultural,0.0,0,0,pbuilt shah abbas beginning bordered side monumental linked series twostoreyed arcade known royal mosque mosque sheykh lotfollah magnificent portico qaysariyyeh timurid palace impressive testimony level social cultural life persia safavid erap
Rock Drawings in Valcamonica,"<p>Valcamonica, situated in the Lombardy plain, has one of the world's greatest collections of prehistoric petroglyphs – more than 140,000 symbols and figures carved in the rock over a period of 8,000 years and depicting themes connected with agriculture, navigation, war and magic.</p>",1979,Europe,EU,Italy,Cultural,432.3,0,0,pvalcamonica situated lombardy plain greatest collection prehistoric petroglyph symbol figure carved rock year depicting theme connected agriculture navigation war magicp
Natural and Culturo-Historical Region of Kotor,"<p>In the Middle Ages, this natural harbour on the Adriatic coast in Montenegro was an important artistic and commercial centre with its own famous schools of masonry and iconography. A large number of the monuments (including four Romanesque churches and the town walls) were seriously damaged by the 1979 earthquake but the town has been restored, largely with UNESCO’s help.</p>",1979,Europe,EU,Montenegro,Cultural,14600.0,0,0,pin middle age natural harbour adriatic coast montenegro artistic commercial centre famous school masonry iconography large number monument four romanesque church wall seriously damaged earthquake restored largely unesco helpp
Sagarmatha National Park,"<p>Sagarmatha is an exceptional area with dramatic mountains, glaciers and deep valleys, dominated by Mount Everest, the highest peak in the world (8,848 m). Several rare species, such as the snow leopard and the lesser panda, are found in the park. The presence of the Sherpas, with their unique culture, adds further interest to this site.</p>",1979,Asia and the Pacific,AS,Nepal,Natural,124400.0,0,0,psagarmatha exceptional dramatic mountain glacier deep valley dominated mount everest highest peak several rare specie snow leopard lesser panda found park presence sherpa unique culture add interest sitep
Kathmandu Valley ,"<p>The cultural heritage of the Kathmandu Valley is illustrated by seven groups of monuments and buildings which display the full range of historic and artistic achievements for which the Kathmandu Valley is world famous. The seven include the Durbar Squares of Hanuman Dhoka (Kathmandu), Patan and Bhaktapur, the Buddhist stupas of Swayambhu and Bauddhanath and the Hindu temples of Pashupati and Changu Narayan.</p>",1979,Asia and the Pacific,AS,Nepal,Cultural,167.37,0,0,cultural heritage kathmandu valley illustrated seven group monument display full range historic artistic achievement kathmandu valley famous seven include durbar square hanuman dhoka kathmandu patan bhaktapur buddhist stupa swayambhu bauddhanath hindu temple pashupati changu narayanp
Urnes Stave Church,"<p>The wooden church of Urnes (the <em>stavkirke</em>) stands in the natural setting of Sogn og Fjordane. It was built in the 12th and 13th centuries and is an outstanding example of traditional Scandinavian wooden architecture. It brings together traces of Celtic art, Viking traditions and Romanesque spatial structures.</p>",1979,Europe,EU,Norway,Cultural,0.21,0,0,wooden church urnes emstavkirkeem stand natural setting sogn og fjordane outstanding example traditional scandinavian wooden architecture brings together trace celtic art viking tradition romanesque spatial structuresp
Bryggen,"<p>Bryggen, the old wharf of Bergen, is a reminder of the town’s importance as part of the Hanseatic League’s trading empire from the 14th to the mid-16th century. Many fires, the last in 1955, have ravaged the characteristic wooden houses of Bryggen. Its rebuilding has traditionally followed old patterns and methods, thus leaving its main structure preserved, which is a relic of an ancient wooden urban structure once common in Northern Europe. Today, some 62 buildings remain of this former townscape.</p>",1979,Europe,EU,Norway,Cultural,1.196,0,0,pbryggen old wharf bergen reminder importance hanseatic league trading empire fire last ravaged characteristic wooden house bryggen rebuilding traditionally followed old pattern method thus leaving main structure preserved relic ancient wooden urban structure common northern europe today former townscapep
Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,"<p>The fortified walls, barbed wire, platforms, barracks, gallows, gas chambers and cremation ovens show the conditions within which the Nazi genocide took place in the former concentration and extermination camp of Auschwitz-Birkenau, the largest in the Third Reich. According to historical investigations, 1.5 million people, among them a great number of Jews, were systematically starved, tortured and murdered in this camp, the symbol of humanity's cruelty to its fellow human beings in the 20th century.</p>",1979,Europe,EU,Poland,Cultural,191.97,0,0,fortified wall barbed wire platform barrack gallows gas chamber cremation oven show condition within nazi genocide took place former concentration extermination camp auschwitzbirkenau largest third reich according historical investigation million people among number jew systematically starved tortured murdered camp symbol humanity cruelty fellow human centuryp
Stari Ras and Sopoćani,"<p>On the outskirts of Stari Ras, the first capital of Serbia, there is an impressive group of medieval monuments consisting of fortresses, churches and monasteries. The monastery at Sopoćani is a reminder of the contacts between Western civilization and the Byzantine world.</p>",1979,Europe,EU,Serbia,Cultural,198.72,0,0,pon outskirt stari ra capital serbia impressive group medieval monument consisting fortress church monastery monastery sopoćani reminder contact western civilization byzantine worldp
Ancient City of Damascus,"<p>Founded in the 3rd millennium B.C., Damascus is one of the oldest cities in the Middle East. In the Middle Ages, it was the centre of a flourishing craft industry, specializing in swords and lace. The city has some 125 monuments from different periods of its history – one of the most spectacular is the 8th-century Great Mosque of the Umayyads, built on the site of an Assyrian sanctuary.</p>",1979,Middle East,AS,Syrian Arab Republic,Cultural,86.12,0,1,pfounded millennium bc damascus oldest middle east middle age centre flourishing craft industry specializing sword lace monument different history spectacular mosque umayyad assyrian sanctuaryp
Medina of Tunis,"<p>Under the Almohads and the Hafsids, from the 12th to the 16th century, Tunis was considered one of the greatest and wealthiest cities in the Islamic world. Some 700 monuments, including palaces, mosques, mausoleums, madrasas and fountains, testify to this remarkable past.</p>",1979,Africa,AF,Tunisia,Cultural,296.41,0,0,punder almohads hafsids tunis considered greatest wealthiest islamic monument palace mosque mausoleum madrasa fountain testify remarkable pastp
Archaeological Site of Carthage,"<p>Carthage was founded in the 9th century B.C. on the Gulf of Tunis. From the 6th century onwards, it developed into a great trading empire covering much of the Mediterranean and was home to a brilliant civilization. In the course of the long Punic wars, Carthage occupied territories belonging to Rome, which finally destroyed its rival in 146 B.C. A second – Roman – Carthage was then established on the ruins of the first.</p>",1979,Africa,AF,Tunisia,Cultural,498.08,0,0,pcarthage founded bc gulf tunis onwards developed trading empire covering much mediterranean home brilliant civilization course long punic war carthage occupied territory belonging rome finally destroyed rival bc second roman carthage established ruin firstp
Amphitheatre of El Jem,"<p>The impressive ruins of the largest colosseum in North Africa, a huge amphitheatre which could hold up to 35,000 spectators, are found in the small village of El Jem. This 3rd-century monument illustrates the grandeur and extent of Imperial Rome.</p>",1979,Africa,AF,Tunisia,Cultural,1.37,0,0,impressive ruin largest colosseum north africa huge amphitheatre could hold spectator found small village el jem monument illustrates grandeur extent imperial romep
Ngorongoro Conservation Area,"<p>The Ngorongoro Conservation Area spans vast expanses of highland plains, savanna, savanna woodlands and forests. Established in 1959 as a multiple land use area, with wildlife coexisting with semi-nomadic Maasai pastoralists practicing traditional livestock grazing, it includes the spectacular Ngorongoro Crater, the world’s largest caldera. The property has global importance for biodiversity conservation due to the presence of globally threatened species, the density of wildlife inhabiting the area, and the annual migration of wildebeest, zebra, gazelles and other animals into the northern plains. Extensive archaeological research has also yielded a long sequence of evidence of human evolution and human-environment dynamics, including early hominid footprints dating back 3.6 million years.</p>",1979,Africa,AF,United Republic of Tanzania,Mixed,809440.0,0,0,ngorongoro conservation span vast expanse highland plain savanna savanna woodland forest established multiple land use wildlife coexisting seminomadic maasai pastoralists practicing traditional livestock grazing includes spectacular ngorongoro crater largest caldera property global importance biodiversity conservation due presence globally threatened specie density wildlife inhabiting annual migration wildebeest zebra gazelle animal northern plain extensive archaeological research also yielded long sequence evidence human evolution humanenvironment dynamic early hominid footprint dating back million yearsp
Grand Canyon National Park,"<p>Carved out by the Colorado River, the Grand Canyon (nearly 1,500 m deep) is the most spectacular gorge in the world. Located in the state of Arizona, it cuts across the Grand Canyon National Park. Its horizontal strata retrace the geological history of the past 2 billion years. There are also prehistoric traces of human adaptation to a particularly harsh environment.</p>",1979,North America,NA,United States of America,Natural,493270.0,0,0,pcarved colorado river grand canyon nearly deep spectacular gorge located state arizona cut across grand canyon national park horizontal stratum retrace geological history past billion year also prehistoric trace human adaptation particularly harsh environmentp
Everglades National Park,"<p>This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well as for threatened species such as the manatee.</p>",1979,North America,NA,United States of America,Natural,567017.0,0,1,pthis southern tip florida called river grass flowing imperceptibly hinterland sea exceptional variety water habitat made sanctuary large number bird reptile threatened specie manateep
Independence Hall,<p>The Declaration of Independence (1776) and the Constitution of the United States (1787) were both signed in this building in Philadelphia. The universal principles of freedom and democracy set forth in these documents are of fundamental importance to American history and have also had a profound impact on law-makers around the world.</p>,1979,North America,NA,United States of America,Cultural,2.0,0,0,declaration independence constitution united state signed philadelphia universal principle freedom democracy set forth document fundamental importance american history also profound impact lawmaker around worldp
Natural and Cultural Heritage of the Ohrid region,"<p>A superlative natural phenomenon, Lake Ohrid provides a refuge for numerous endemic species of freshwater fauna and flora dating from the Tertiary period. Situated on the shores of the lake, the town of Ohrid is one of the oldest human settlements in Europe. Built mainly between the 7th and 19th centuries, it has the oldest Slav monastery (St Pantelejmon) and more than 800 Byzantine-style icons dating from the 11th to the end of the 14th century. In the shallow waters near the shores of the lake, three sites testify to the presence of prehistoric pile dwellings, and the small Lin Peninsula is the site of the remains of an Early Christian church founded in the middle of the 6th century.</p>",1979,Europe,EU,"Albania,North Macedonia",Mixed,94728.6,1,0,pa superlative natural phenomenon lake ohrid provides refuge numerous endemic specie freshwater fauna flora dating tertiary situated shore lake ohrid oldest human settlement europe mainly oldest slav monastery st pantelejmon byzantinestyle icon dating end shallow water near shore lake testify presence prehistoric pile dwelling small lin peninsula remains early christian church founded middle centuryp
Białowieża Forest,"<p>The Białowieża Forest World Heritage site, on the border between Poland and Belarus, is an immense range of primary forest including both conifers and broadleaved trees covering a total area of 141,885 hectares. Situated on the watershed of the Baltic Sea and Black Sea, this transboundary property is exceptional for the opportunities it offers for biodiversity conservation. It is home to the largest population of the property’s iconic species, the European bison.</p>",1979,Europe,EU,"Belarus,Poland",Natural,141885.0,1,0,białowieża forest heritage border poland belarus immense range primary forest conifer broadleaved tree covering total hectare situated watershed baltic sea black sea transboundary property exceptional opportunity offer biodiversity conservation home largest population property iconic specie european bisonp
Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,"<p>These parks comprise an impressive complex of glaciers and high peaks on both sides of the border between Canada (Yukon Territory and British Columbia) and the United States (Alaska). The spectacular natural landscapes are home to many grizzly bears, caribou and Dall's sheep. The site contains the largest non-polar icefield in the world.</p>",1979,North America,NA,"Canada,United States of America",Natural,9839121.0,1,0,pthese park comprise impressive glacier high peak side border canada yukon territory british columbia united state alaska spectacular natural home grizzly bear caribou dalls sheep contains largest nonpolar icefield worldp
